T{81;9;10}
T{10;75;81}
T{13;12;18}
T{69;80;7}
T{8;80;15}
T{15;14;22}
T{17;23;24}
T{97;93;78}
T{18;96;86}
T{21;27;28}
T{22;66;29}
T{24;97;17}
T{33;25;32}
T{33;87;26}
T{34;64;71}
T{29;71;36}
T{42;48;43}
T{41;79;42}
T{92;83;46}
T{52;53;82}
T{84;70;56}
T{57;98;84}
T{52;59;60}
T{61;53;60}
T{62;68;61}
T{63;76;62}
T{0;81;1}
T{1;75;2}
T{2;67;3}
T{3;88;4}
T{65;72;5}
T{80;69;14}
T{11;89;67}
T{27;19;26}
T{16;10;9}
T{96;93;25}
T{34;71;28}
T{90;37;45}
T{90;77;24}
T{32;73;40}
T{40;33;32}
T{87;99;34}
T{71;64;36}
T{44;45;37}
T{50;95;45}
T{38;95;92}
T{92;73;39}
T{99;85;41}
T{42;35;41}
T{50;84;98}
T{51;98;58}
T{51;46;83}
T{40;94;85}
T{41;85;47}
T{55;70;49}
T{79;76;54}
T{64;43;36}
T{46;52;94}
T{65;88;13}
T{24;23;30}
T{66;71;29}
T{45;44;74}
T{3;12;88}
T{67;2;75}
T{26;19;86}
T{68;76;79}
T{94;40;73}
T{69;7;6}
T{14;69;21}
T{10;16;17}
T{70;55;56}
T{30;90;24}
T{51;58;59}
T{71;66;28}
T{4;65;5}
T{12;3;67}
T{48;42;79}
T{72;6;5}
T{20;72;65}
T{16;23;17}
T{39;31;38}
T{74;49;70}
T{14;15;80}
T{66;14;21}
T{19;20;13}
T{75;11;67}
T{75;1;81}
T{93;31;25}
T{76;63;54}
T{76;68;62}
T{82;94;52}
T{93;96;78}
T{13;18;19}
T{27;20;19}
T{79;54;48}
T{41;47;79}
T{39;32;31}
T{80;8;7}
T{75;10;11}
T{81;0;9}
T{28;87;34}
T{27;21;20}
T{96;89;78}
T{40;99;33}
T{17;78;11}
T{72;20;21}
T{35;34;99}
T{84;56;57}
T{91;77;90}
T{47;68;79}
T{82;47;85}
T{99;40;85}
T{93;97;77}
T{86;19;18}
T{89;12;67}
T{73;92;46}
T{91;38;77}
T{31;32;25}
T{47;82;53}
T{27;26;87}
T{22;14;66}
T{11;10;17}
T{11;78;89}
T{89;18;12}
T{39;38;92}
T{83;50;98}
T{69;72;21}
T{52;51;59}
T{33;26;25}
T{91;90;45}
T{91;45;95}
T{95;83;92}
T{73;32;39}
T{98;51;83}
T{74;44;49}
T{50;45;74}
T{70;84;74}
T{72;69;6}
T{38;31;77}
T{20;65;13}
T{30;37;90}
T{42;64;35}
T{94;82;85}
T{12;13;88}
T{52;46;51}
T{88;65;4}
T{28;66;21}
T{53;61;68}
T{52;60;53}
T{77;31;93}
T{28;27;87}
T{68;47;53}
T{95;38;91}
T{95;50;83}
T{96;18;89}
T{96;25;86}
T{24;77;97}
T{97;78;17}
T{73;46;94}
T{84;50;74}
T{98;57;58}
T{99;41;35}
T{87;33;99}
T{64;34;35}
T{64;42;43}
T{25;26;86}
